instant,dteday,season,year,month,hours,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,temp_actual,atemp_actual,hum_actual,windspeed_actual,time_group,temp_category
161,2011-01-07,Spring,2011,Jan,23,No,Friday,Mist,0.18,0.197,0.51,0.1642,1,14,15,7.38,9.85,51.0,11.0014,Night,Cold
162,2011-01-08,Spring,2011,Jan,0,No,Saturday,Mist,0.18,0.197,0.51,0.1642,1,24,25,7.38,9.85,51.0,11.0014,Night,Cold
163,2011-01-08,Spring,2011,Jan,1,No,Saturday,Mist,0.18,0.2121,0.55,0.0896,1,15,16,7.38,10.605,55.00000000000001,6.0032,Night,Cold
164,2011-01-08,Spring,2011,Jan,2,No,Saturday,Mist,0.18,0.2424,0.55,0.0,3,13,16,7.38,12.120000000000001,55.00000000000001,0.0,Night,Cold
165,2011-01-08,Spring,2011,Jan,3,No,Saturday,Light Rain/Snow,0.18,0.197,0.55,0.1642,0,7,7,7.38,9.85,55.00000000000001,11.0014,Night,Cold
166,2011-01-08,Spring,2011,Jan,4,No,Saturday,Light Rain/Snow,0.18,0.197,0.55,0.1642,0,1,1,7.38,9.85,55.00000000000001,11.0014,Night,Cold
167,2011-01-08,Spring,2011,Jan,5,No,Saturday,Mist,0.16,0.1667,0.74,0.1642,0,5,5,6.5600000000000005,8.334999999999999,74.0,11.0014,Night,Cold
168,2011-01-08,Spring,2011,Jan,6,No,Saturday,Mist,0.16,0.1667,0.74,0.1642,0,2,2,6.5600000000000005,8.334999999999999,74.0,11.0014,Morning,Cold
169,2011-01-08,Spring,2011,Jan,7,No,Saturday,Mist,0.16,0.1818,0.74,0.1045,1,8,9,6.5600000000000005,9.09,74.0,7.0015,Morning,Cold
170,2011-01-08,Spring,2011,Jan,8,No,Saturday,Light Rain/Snow,0.16,0.1818,0.93,0.1045,0,15,15,6.5600000000000005,9.09,93.0,7.0015,Morning,Cold
171,2011-01-08,Spring,2011,Jan,9,No,Saturday,Light Rain/Snow,0.16,0.1818,0.93,0.1045,0,20,20,6.5600000000000005,9.09,93.0,7.0015,Morning,Cold
172,2011-01-08,Spring,2011,Jan,10,No,Saturday,Mist,0.18,0.197,0.8,0.1642,5,56,61,7.38,9.85,80.0,11.0014,Morning,Cold
173,2011-01-08,Spring,2011,Jan,11,No,Saturday,Mist,0.2,0.1818,0.69,0.3881,2,60,62,8.200000000000001,9.09,69.0,26.0027,Morning,Cold
174,2011-01-08,Spring,2011,Jan,12,No,Saturday,Mist,0.2,0.1818,0.59,0.3582,8,90,98,8.200000000000001,9.09,59.0,23.9994,Afternoon,Cold
175,2011-01-08,Spring,2011,Jan,13,No,Saturday,Clear,0.2,0.1818,0.44,0.3284,7,95,102,8.200000000000001,9.09,44.0,22.0028,Afternoon,Cold
176,2011-01-08,Spring,2011,Jan,14,No,Saturday,Clear,0.2,0.1667,0.32,0.4925,12,83,95,8.200000000000001,8.334999999999999,32.0,32.9975,Afternoon,Cold
177,2011-01-08,Spring,2011,Jan,15,No,Saturday,Clear,0.2,0.1667,0.32,0.4478,5,69,74,8.200000000000001,8.334999999999999,32.0,30.002599999999997,Afternoon,Cold
178,2011-01-08,Spring,2011,Jan,16,No,Saturday,Clear,0.18,0.1364,0.29,0.4478,8,68,76,7.38,6.819999999999999,28.999999999999996,30.002599999999997,Afternoon,Cold
179,2011-01-08,Spring,2011,Jan,17,No,Saturday,Clear,0.16,0.1212,0.37,0.5522,5,64,69,6.5600000000000005,6.0600000000000005,37.0,36.9974,Evening,Cold
180,2011-01-08,Spring,2011,Jan,18,No,Saturday,Clear,0.14,0.1212,0.39,0.2985,3,52,55,5.74,6.0600000000000005,39.0,19.999499999999998,Evening,Cold
181,2011-01-08,Spring,2011,Jan,19,No,Saturday,Clear,0.14,0.1212,0.36,0.2537,4,26,30,5.74,6.0600000000000005,36.0,16.997899999999998,Evening,Cold
182,2011-01-08,Spring,2011,Jan,20,No,Saturday,Clear,0.12,0.1212,0.36,0.2537,0,28,28,4.92,6.0600000000000005,36.0,16.997899999999998,Evening,Cold
183,2011-01-08,Spring,2011,Jan,21,No,Saturday,Clear,0.12,0.1061,0.39,0.3582,2,35,37,4.92,5.305,39.0,23.9994,Night,Cold
184,2011-01-08,Spring,2011,Jan,22,No,Saturday,Clear,0.12,0.1061,0.36,0.3881,1,33,34,4.92,5.305,36.0,26.0027,Night,Cold
185,2011-01-08,Spring,2011,Jan,23,No,Saturday,Clear,0.1,0.0606,0.39,0.4478,0,22,22,4.1000000000000005,3.0300000000000002,39.0,30.002599999999997,Night,Cold
186,2011-01-09,Spring,2011,Jan,0,No,Sunday,Clear,0.1,0.0758,0.42,0.3881,1,24,25,4.1000000000000005,3.7900000000000005,42.0,26.0027,Night,Cold
187,2011-01-09,Spring,2011,Jan,1,No,Sunday,Clear,0.1,0.0606,0.42,0.4627,0,12,12,4.1000000000000005,3.0300000000000002,42.0,31.0009,Night,Cold
188,2011-01-09,Spring,2011,Jan,2,No,Sunday,Clear,0.1,0.0606,0.46,0.4627,0,11,11,4.1000000000000005,3.0300000000000002,46.0,31.0009,Night,Cold
189,2011-01-09,Spring,2011,Jan,3,No,Sunday,Clear,0.1,0.0758,0.46,0.4179,0,4,4,4.1000000000000005,3.7900000000000005,46.0,27.999299999999998,Night,Cold
190,2011-01-09,Spring,2011,Jan,4,No,Sunday,Clear,0.08,0.0909,0.53,0.194,0,1,1,3.2800000000000002,4.545,53.0,12.998000000000001,Night,Cold
191,2011-01-09,Spring,2011,Jan,5,No,Sunday,Clear,0.08,0.0909,0.53,0.194,0,1,1,3.2800000000000002,4.545,53.0,12.998000000000001,Night,Cold
192,2011-01-09,Spring,2011,Jan,6,No,Sunday,Clear,0.1,0.0909,0.49,0.2836,0,1,1,4.1000000000000005,4.545,49.0,19.0012,Morning,Cold
193,2011-01-09,Spring,2011,Jan,7,No,Sunday,Clear,0.08,0.0909,0.53,0.194,1,5,6,3.2800000000000002,4.545,53.0,12.998000000000001,Morning,Cold
194,2011-01-09,Spring,2011,Jan,8,No,Sunday,Clear,0.1,0.0909,0.49,0.2836,0,10,10,4.1000000000000005,4.545,49.0,19.0012,Morning,Cold
195,2011-01-09,Spring,2011,Jan,9,No,Sunday,Clear,0.12,0.0758,0.46,0.5224,0,19,19,4.92,3.7900000000000005,46.0,35.0008,Morning,Cold
196,2011-01-09,Spring,2011,Jan,10,No,Sunday,Clear,0.14,0.1061,0.43,0.3881,0,49,49,5.74,5.305,43.0,26.0027,Morning,Cold
197,2011-01-09,Spring,2011,Jan,11,No,Sunday,Clear,0.16,0.1212,0.4,0.5224,2,47,49,6.5600000000000005,6.0600000000000005,40.0,35.0008,Morning,Cold
198,2011-01-09,Spring,2011,Jan,12,No,Sunday,Clear,0.18,0.1364,0.37,0.4478,4,79,83,7.38,6.819999999999999,37.0,30.002599999999997,Afternoon,Cold
199,2011-01-09,Spring,2011,Jan,13,No,Sunday,Clear,0.2,0.1667,0.34,0.4478,6,69,75,8.200000000000001,8.334999999999999,34.0,30.002599999999997,Afternoon,Cold
200,2011-01-09,Spring,2011,Jan,14,No,Sunday,Clear,0.22,0.1818,0.32,0.4627,8,64,72,9.02,9.09,32.0,31.0009,Afternoon,Cold
201,2011-01-09,Spring,2011,Jan,15,No,Sunday,Clear,0.22,0.197,0.35,0.3582,5,77,82,9.02,9.85,35.0,23.9994,Afternoon,Cold
202,2011-01-09,Spring,2011,Jan,16,No,Sunday,Clear,0.2,0.1667,0.34,0.4478,13,79,92,8.200000000000001,8.334999999999999,34.0,30.002599999999997,Afternoon,Cold
203,2011-01-09,Spring,2011,Jan,17,No,Sunday,Clear,0.18,0.1515,0.37,0.3881,3,59,62,7.38,7.575,37.0,26.0027,Evening,Cold
204,2011-01-09,Spring,2011,Jan,18,No,Sunday,Clear,0.16,0.1364,0.4,0.3284,4,44,48,6.5600000000000005,6.819999999999999,40.0,22.0028,Evening,Cold
205,2011-01-09,Spring,2011,Jan,19,No,Sunday,Clear,0.16,0.1364,0.43,0.3284,1,40,41,6.5600000000000005,6.819999999999999,43.0,22.0028,Evening,Cold
206,2011-01-09,Spring,2011,Jan,20,No,Sunday,Clear,0.14,0.1212,0.46,0.2537,0,38,38,5.74,6.0600000000000005,46.0,16.997899999999998,Evening,Cold
207,2011-01-09,Spring,2011,Jan,21,No,Sunday,Clear,0.14,0.1061,0.46,0.4179,1,19,20,5.74,5.305,46.0,27.999299999999998,Night,Cold
208,2011-01-09,Spring,2011,Jan,22,No,Sunday,Clear,0.14,0.1212,0.46,0.2985,5,10,15,5.74,6.0600000000000005,46.0,19.999499999999998,Night,Cold
209,2011-01-09,Spring,2011,Jan,23,No,Sunday,Clear,0.12,0.1364,0.5,0.194,0,6,6,4.92,6.819999999999999,50.0,12.998000000000001,Night,Cold
210,2011-01-10,Spring,2011,Jan,0,No,Monday,Clear,0.12,0.1212,0.5,0.2836,2,3,5,4.92,6.0600000000000005,50.0,19.0012,Night,Cold
211,2011-01-10,Spring,2011,Jan,1,No,Monday,Clear,0.12,0.1212,0.5,0.2836,1,0,1,4.92,6.0600000000000005,50.0,19.0012,Night,Cold
212,2011-01-10,Spring,2011,Jan,2,No,Monday,Clear,0.12,0.1212,0.5,0.2239,0,3,3,4.92,6.0600000000000005,50.0,15.001299999999999,Night,Cold
213,2011-01-10,Spring,2011,Jan,3,No,Monday,Clear,0.12,0.1212,0.5,0.2239,0,1,1,4.92,6.0600000000000005,50.0,15.001299999999999,Night,Cold
214,2011-01-10,Spring,2011,Jan,4,No,Monday,Clear,0.1,0.1212,0.54,0.1343,1,2,3,4.1000000000000005,6.0600000000000005,54.0,8.9981,Night,Cold
215,2011-01-10,Spring,2011,Jan,5,No,Monday,Clear,0.1,0.1061,0.54,0.2537,0,3,3,4.1000000000000005,5.305,54.0,16.997899999999998,Night,Cold
216,2011-01-10,Spring,2011,Jan,6,No,Monday,Clear,0.12,0.1212,0.5,0.2836,0,31,31,4.92,6.0600000000000005,50.0,19.0012,Morning,Cold
217,2011-01-10,Spring,2011,Jan,7,No,Monday,Clear,0.12,0.1212,0.5,0.2239,2,75,77,4.92,6.0600000000000005,50.0,15.001299999999999,Morning,Cold
218,2011-01-10,Spring,2011,Jan,8,No,Monday,Mist,0.12,0.1212,0.5,0.2836,4,184,188,4.92,6.0600000000000005,50.0,19.0012,Morning,Cold
219,2011-01-10,Spring,2011,Jan,9,No,Monday,Mist,0.14,0.1212,0.5,0.2537,2,92,94,5.74,6.0600000000000005,50.0,16.997899999999998,Morning,Cold
220,2011-01-10,Spring,2011,Jan,10,No,Monday,Mist,0.14,0.1212,0.5,0.2985,0,31,31,5.74,6.0600000000000005,50.0,19.999499999999998,Morning,Cold
221,2011-01-10,Spring,2011,Jan,11,No,Monday,Mist,0.16,0.1364,0.47,0.2836,2,28,30,6.5600000000000005,6.819999999999999,47.0,19.0012,Morning,Cold
222,2011-01-10,Spring,2011,Jan,12,No,Monday,Mist,0.2,0.1818,0.4,0.2836,5,47,52,8.200000000000001,9.09,40.0,19.0012,Afternoon,Cold
223,2011-01-10,Spring,2011,Jan,13,No,Monday,Mist,0.2,0.1818,0.4,0.2836,4,50,54,8.200000000000001,9.09,40.0,19.0012,Afternoon,Cold
224,2011-01-10,Spring,2011,Jan,14,No,Monday,Mist,0.2,0.197,0.4,0.2239,0,47,47,8.200000000000001,9.85,40.0,15.001299999999999,Afternoon,Cold
225,2011-01-10,Spring,2011,Jan,15,No,Monday,Mist,0.2,0.197,0.4,0.2239,2,43,45,8.200000000000001,9.85,40.0,15.001299999999999,Afternoon,Cold
226,2011-01-10,Spring,2011,Jan,16,No,Monday,Clear,0.2,0.2121,0.4,0.1343,4,70,74,8.200000000000001,10.605,40.0,8.9981,Afternoon,Cold
227,2011-01-10,Spring,2011,Jan,17,No,Monday,Clear,0.2,0.2273,0.4,0.1045,4,174,178,8.200000000000001,11.365,40.0,7.0015,Evening,Cold
228,2011-01-10,Spring,2011,Jan,18,No,Monday,Clear,0.2,0.197,0.4,0.2239,1,154,155,8.200000000000001,9.85,40.0,15.001299999999999,Evening,Cold
229,2011-01-10,Spring,2011,Jan,19,No,Monday,Clear,0.16,0.1667,0.47,0.1642,3,92,95,6.5600000000000005,8.334999999999999,47.0,11.0014,Evening,Cold
230,2011-01-10,Spring,2011,Jan,20,No,Monday,Clear,0.16,0.1667,0.5,0.1642,1,73,74,6.5600000000000005,8.334999999999999,50.0,11.0014,Evening,Cold
231,2011-01-10,Spring,2011,Jan,21,No,Monday,Clear,0.14,0.1364,0.59,0.194,1,37,38,5.74,6.819999999999999,59.0,12.998000000000001,Night,Cold
232,2011-01-10,Spring,2011,Jan,22,No,Monday,Clear,0.14,0.1515,0.59,0.1642,2,22,24,5.74,7.575,59.0,11.0014,Night,Cold
233,2011-01-10,Spring,2011,Jan,23,No,Monday,Clear,0.14,0.1515,0.59,0.1642,0,18,18,5.74,7.575,59.0,11.0014,Night,Cold
234,2011-01-11,Spring,2011,Jan,0,No,Tuesday,Clear,0.14,0.1667,0.59,0.1045,2,10,12,5.74,8.334999999999999,59.0,7.0015,Night,Cold
235,2011-01-11,Spring,2011,Jan,1,No,Tuesday,Clear,0.14,0.1515,0.59,0.1642,0,3,3,5.74,7.575,59.0,11.0014,Night,Cold
236,2011-01-11,Spring,2011,Jan,2,No,Tuesday,Mist,0.16,0.1515,0.55,0.194,0,3,3,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,Night,Cold
237,2011-01-11,Spring,2011,Jan,5,No,Tuesday,Mist,0.16,0.1818,0.55,0.1343,0,6,6,6.5600000000000005,9.09,55.00000000000001,8.9981,Night,Cold
238,2011-01-11,Spring,2011,Jan,6,No,Tuesday,Mist,0.16,0.1818,0.55,0.1343,0,27,27,6.5600000000000005,9.09,55.00000000000001,8.9981,Morning,Cold
239,2011-01-11,Spring,2011,Jan,7,No,Tuesday,Mist,0.16,0.2273,0.55,0.0,2,97,99,6.5600000000000005,11.365,55.00000000000001,0.0,Morning,Cold
240,2011-01-11,Spring,2011,Jan,8,No,Tuesday,Mist,0.18,0.2121,0.51,0.0896,3,214,217,7.38,10.605,51.0,6.0032,Morning,Cold
241,2011-01-11,Spring,2011,Jan,9,No,Tuesday,Mist,0.18,0.197,0.51,0.1642,3,127,130,7.38,9.85,51.0,11.0014,Morning,Cold
242,2011-01-11,Spring,2011,Jan,10,No,Tuesday,Mist,0.2,0.2121,0.51,0.1642,3,51,54,8.200000000000001,10.605,51.0,11.0014,Morning,Cold
243,2011-01-11,Spring,2011,Jan,11,No,Tuesday,Mist,0.2,0.2121,0.47,0.1343,4,31,35,8.200000000000001,10.605,47.0,8.9981,Morning,Cold
244,2011-01-11,Spring,2011,Jan,12,No,Tuesday,Mist,0.2,0.2273,0.51,0.1045,2,55,57,8.200000000000001,11.365,51.0,7.0015,Afternoon,Cold
245,2011-01-11,Spring,2011,Jan,13,No,Tuesday,Mist,0.2,0.2273,0.59,0.0896,6,46,52,8.200000000000001,11.365,59.0,6.0032,Afternoon,Cold
246,2011-01-11,Spring,2011,Jan,14,No,Tuesday,Mist,0.2,0.2273,0.59,0.0896,3,60,63,8.200000000000001,11.365,59.0,6.0032,Afternoon,Cold
247,2011-01-11,Spring,2011,Jan,15,No,Tuesday,Mist,0.16,0.197,0.8,0.0896,2,45,47,6.5600000000000005,9.85,80.0,6.0032,Afternoon,Cold
248,2011-01-11,Spring,2011,Jan,16,No,Tuesday,Mist,0.16,0.1515,0.86,0.2239,4,72,76,6.5600000000000005,7.575,86.0,15.001299999999999,Afternoon,Cold
249,2011-01-11,Spring,2011,Jan,17,No,Tuesday,Mist,0.16,0.1515,0.86,0.2239,6,130,136,6.5600000000000005,7.575,86.0,15.001299999999999,Evening,Cold
250,2011-01-11,Spring,2011,Jan,18,No,Tuesday,Light Rain/Snow,0.16,0.1818,0.93,0.1045,1,94,95,6.5600000000000005,9.09,93.0,7.0015,Evening,Cold
251,2011-01-11,Spring,2011,Jan,19,No,Tuesday,Light Rain/Snow,0.16,0.2273,0.93,0.0,0,51,51,6.5600000000000005,11.365,93.0,0.0,Evening,Cold
252,2011-01-11,Spring,2011,Jan,20,No,Tuesday,Light Rain/Snow,0.16,0.1515,0.93,0.194,0,32,32,6.5600000000000005,7.575,93.0,12.998000000000001,Evening,Cold
253,2011-01-11,Spring,2011,Jan,21,No,Tuesday,Light Rain/Snow,0.16,0.197,0.86,0.0896,0,20,20,6.5600000000000005,9.85,86.0,6.0032,Night,Cold
254,2011-01-11,Spring,2011,Jan,22,No,Tuesday,Light Rain/Snow,0.16,0.1818,0.93,0.1045,1,28,29,6.5600000000000005,9.09,93.0,7.0015,Night,Cold
255,2011-01-11,Spring,2011,Jan,23,No,Tuesday,Light Rain/Snow,0.16,0.197,0.93,0.0896,1,18,19,6.5600000000000005,9.85,93.0,6.0032,Night,Cold
256,2011-01-12,Spring,2011,Jan,0,No,Wednesday,Mist,0.16,0.197,0.86,0.0896,0,7,7,6.5600000000000005,9.85,86.0,6.0032,Night,Cold
257,2011-01-12,Spring,2011,Jan,1,No,Wednesday,Mist,0.16,0.1818,0.86,0.1045,0,6,6,6.5600000000000005,9.09,86.0,7.0015,Night,Cold
258,2011-01-12,Spring,2011,Jan,2,No,Wednesday,Clear,0.14,0.1515,0.86,0.1343,0,1,1,5.74,7.575,86.0,8.9981,Night,Cold
259,2011-01-12,Spring,2011,Jan,5,No,Wednesday,Clear,0.14,0.1515,0.86,0.1642,0,5,5,5.74,7.575,86.0,11.0014,Night,Cold
260,2011-01-12,Spring,2011,Jan,6,No,Wednesday,Clear,0.12,0.1515,0.93,0.1343,0,16,16,4.92,7.575,93.0,8.9981,Morning,Cold
261,2011-01-12,Spring,2011,Jan,7,No,Wednesday,Clear,0.14,0.1515,0.69,0.1343,0,54,54,5.74,7.575,69.0,8.9981,Morning,Cold
262,2011-01-12,Spring,2011,Jan,8,No,Wednesday,Clear,0.16,0.1667,0.59,0.1642,3,125,128,6.5600000000000005,8.334999999999999,59.0,11.0014,Morning,Cold
263,2011-01-12,Spring,2011,Jan,9,No,Wednesday,Clear,0.16,0.1364,0.59,0.3284,3,78,81,6.5600000000000005,6.819999999999999,59.0,22.0028,Morning,Cold
264,2011-01-12,Spring,2011,Jan,10,No,Wednesday,Clear,0.18,0.1818,0.55,0.2239,0,39,39,7.38,9.09,55.00000000000001,15.001299999999999,Morning,Cold
265,2011-01-12,Spring,2011,Jan,11,No,Wednesday,Clear,0.2,0.1818,0.51,0.3881,3,32,35,8.200000000000001,9.09,51.0,26.0027,Morning,Cold
266,2011-01-12,Spring,2011,Jan,12,No,Wednesday,Clear,0.2,0.1515,0.47,0.5821,3,52,55,8.200000000000001,7.575,47.0,39.000699999999995,Afternoon,Cold
267,2011-01-12,Spring,2011,Jan,13,No,Wednesday,Clear,0.22,0.197,0.44,0.3582,0,49,49,9.02,9.85,44.0,23.9994,Afternoon,Cold
268,2011-01-12,Spring,2011,Jan,14,No,Wednesday,Clear,0.2,0.1818,0.47,0.3284,0,44,44,8.200000000000001,9.09,47.0,22.0028,Afternoon,Cold
269,2011-01-12,Spring,2011,Jan,15,No,Wednesday,Clear,0.2,0.1667,0.47,0.4179,1,48,49,8.200000000000001,8.334999999999999,47.0,27.999299999999998,Afternoon,Cold
270,2011-01-12,Spring,2011,Jan,16,No,Wednesday,Clear,0.22,0.197,0.44,0.3284,5,63,68,9.02,9.85,44.0,22.0028,Afternoon,Cold
271,2011-01-12,Spring,2011,Jan,17,No,Wednesday,Clear,0.2,0.1818,0.47,0.3582,0,139,139,8.200000000000001,9.09,47.0,23.9994,Evening,Cold
272,2011-01-12,Spring,2011,Jan,18,No,Wednesday,Clear,0.2,0.1515,0.47,0.5224,2,135,137,8.200000000000001,7.575,47.0,35.0008,Evening,Cold
273,2011-01-12,Spring,2011,Jan,19,No,Wednesday,Clear,0.18,0.1515,0.47,0.4179,1,82,83,7.38,7.575,47.0,27.999299999999998,Evening,Cold
274,2011-01-12,Spring,2011,Jan,20,No,Wednesday,Clear,0.16,0.1364,0.5,0.3284,2,54,56,6.5600000000000005,6.819999999999999,50.0,22.0028,Evening,Cold
275,2011-01-12,Spring,2011,Jan,21,No,Wednesday,Clear,0.16,0.1364,0.55,0.3284,0,57,57,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028,Night,Cold
276,2011-01-12,Spring,2011,Jan,22,No,Wednesday,Clear,0.16,0.1212,0.55,0.4478,1,32,33,6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997,Night,Cold
277,2011-01-12,Spring,2011,Jan,23,No,Wednesday,Clear,0.14,0.1061,0.59,0.4179,1,19,20,5.74,5.305,59.0,27.999299999999998,Night,Cold
278,2011-01-13,Spring,2011,Jan,0,No,Thursday,Clear,0.14,0.1212,0.59,0.2836,1,6,7,5.74,6.0600000000000005,59.0,19.0012,Night,Cold
279,2011-01-13,Spring,2011,Jan,1,No,Thursday,Clear,0.14,0.1212,0.5,0.2836,0,2,2,5.74,6.0600000000000005,50.0,19.0012,Night,Cold
280,2011-01-13,Spring,2011,Jan,2,No,Thursday,Clear,0.14,0.1212,0.5,0.3582,0,2,2,5.74,6.0600000000000005,50.0,23.9994,Night,Cold
281,2011-01-13,Spring,2011,Jan,3,No,Thursday,Clear,0.14,0.1212,0.5,0.3284,0,3,3,5.74,6.0600000000000005,50.0,22.0028,Night,Cold
282,2011-01-13,Spring,2011,Jan,4,No,Thursday,Clear,0.14,0.1212,0.5,0.2537,0,4,4,5.74,6.0600000000000005,50.0,16.997899999999998,Night,Cold
283,2011-01-13,Spring,2011,Jan,5,No,Thursday,Clear,0.14,0.1212,0.5,0.2985,0,3,3,5.74,6.0600000000000005,50.0,19.999499999999998,Night,Cold
284,2011-01-13,Spring,2011,Jan,6,No,Thursday,Clear,0.12,0.1515,0.54,0.1343,0,28,28,4.92,7.575,54.0,8.9981,Morning,Cold
285,2011-01-13,Spring,2011,Jan,7,No,Thursday,Clear,0.12,0.1515,0.54,0.1343,0,72,72,4.92,7.575,54.0,8.9981,Morning,Cold
286,2011-01-13,Spring,2011,Jan,8,No,Thursday,Clear,0.14,0.1364,0.5,0.194,5,197,202,5.74,6.819999999999999,50.0,12.998000000000001,Morning,Cold
287,2011-01-13,Spring,2011,Jan,9,No,Thursday,Clear,0.14,0.1212,0.5,0.3284,2,137,139,5.74,6.0600000000000005,50.0,22.0028,Morning,Cold
288,2011-01-13,Spring,2011,Jan,10,No,Thursday,Mist,0.16,0.1364,0.5,0.3582,2,36,38,6.5600000000000005,6.819999999999999,50.0,23.9994,Morning,Cold
289,2011-01-13,Spring,2011,Jan,11,No,Thursday,Mist,0.2,0.1667,0.44,0.4478,4,33,37,8.200000000000001,8.334999999999999,44.0,30.002599999999997,Morning,Cold
290,2011-01-13,Spring,2011,Jan,12,No,Thursday,Clear,0.2,0.1667,0.44,0.4179,3,49,52,8.200000000000001,8.334999999999999,44.0,27.999299999999998,Afternoon,Cold
291,2011-01-13,Spring,2011,Jan,13,No,Thursday,Clear,0.22,0.197,0.41,0.4478,2,81,83,9.02,9.85,41.0,30.002599999999997,Afternoon,Cold
292,2011-01-13,Spring,2011,Jan,14,No,Thursday,Clear,0.22,0.197,0.41,0.3881,3,39,42,9.02,9.85,41.0,26.0027,Afternoon,Cold
293,2011-01-13,Spring,2011,Jan,15,No,Thursday,Clear,0.24,0.2121,0.38,0.2985,5,55,60,9.84,10.605,38.0,19.999499999999998,Afternoon,Cold
294,2011-01-13,Spring,2011,Jan,16,No,Thursday,Clear,0.24,0.2121,0.38,0.3582,2,76,78,9.84,10.605,38.0,23.9994,Afternoon,Cold
295,2011-01-13,Spring,2011,Jan,17,No,Thursday,Clear,0.2,0.1818,0.4,0.2836,4,158,162,8.200000000000001,9.09,40.0,19.0012,Evening,Cold
296,2011-01-13,Spring,2011,Jan,18,No,Thursday,Clear,0.2,0.1818,0.4,0.3284,3,141,144,8.200000000000001,9.09,40.0,22.0028,Evening,Cold
297,2011-01-13,Spring,2011,Jan,19,No,Thursday,Clear,0.16,0.1515,0.47,0.2537,1,98,99,6.5600000000000005,7.575,47.0,16.997899999999998,Evening,Cold
298,2011-01-13,Spring,2011,Jan,20,No,Thursday,Clear,0.16,0.1515,0.47,0.2239,0,64,64,6.5600000000000005,7.575,47.0,15.001299999999999,Evening,Cold
299,2011-01-13,Spring,2011,Jan,21,No,Thursday,Clear,0.14,0.1212,0.46,0.2985,0,40,40,5.74,6.0600000000000005,46.0,19.999499999999998,Night,Cold
300,2011-01-13,Spring,2011,Jan,22,No,Thursday,Clear,0.14,0.1212,0.46,0.3284,0,30,30,5.74,6.0600000000000005,46.0,22.0028,Night,Cold
301,2011-01-13,Spring,2011,Jan,23,No,Thursday,Clear,0.12,0.1364,0.5,0.194,1,14,15,4.92,6.819999999999999,50.0,12.998000000000001,Night,Cold
302,2011-01-14,Spring,2011,Jan,0,No,Friday,Clear,0.12,0.1364,0.5,0.194,0,14,14,4.92,6.819999999999999,50.0,12.998000000000001,Night,Cold
303,2011-01-14,Spring,2011,Jan,1,No,Friday,Clear,0.1,0.1212,0.54,0.1642,0,5,5,4.1000000000000005,6.0600000000000005,54.0,11.0014,Night,Cold
304,2011-01-14,Spring,2011,Jan,2,No,Friday,Clear,0.1,0.1212,0.54,0.1343,0,1,1,4.1000000000000005,6.0600000000000005,54.0,8.9981,Night,Cold
305,2011-01-14,Spring,2011,Jan,3,No,Friday,Clear,0.1,0.1364,0.54,0.1045,0,1,1,4.1000000000000005,6.819999999999999,54.0,7.0015,Night,Cold
306,2011-01-14,Spring,2011,Jan,5,No,Friday,Clear,0.1,0.1364,0.54,0.0896,0,8,8,4.1000000000000005,6.819999999999999,54.0,6.0032,Night,Cold
307,2011-01-14,Spring,2011,Jan,6,No,Friday,Clear,0.1,0.1818,0.54,0.0,0,17,17,4.1000000000000005,9.09,54.0,0.0,Morning,Cold
308,2011-01-14,Spring,2011,Jan,7,No,Friday,Clear,0.1,0.1212,0.74,0.1642,0,70,70,4.1000000000000005,6.0600000000000005,74.0,11.0014,Morning,Cold
309,2011-01-14,Spring,2011,Jan,8,No,Friday,Clear,0.12,0.1667,0.68,0.0,2,156,158,4.92,8.334999999999999,68.0,0.0,Morning,Cold
310,2011-01-14,Spring,2011,Jan,9,No,Friday,Clear,0.14,0.1515,0.69,0.1343,0,117,117,5.74,7.575,69.0,8.9981,Morning,Cold
311,2011-01-14,Spring,2011,Jan,10,No,Friday,Clear,0.18,0.1818,0.55,0.194,4,40,44,7.38,9.09,55.00000000000001,12.998000000000001,Morning,Cold
312,2011-01-14,Spring,2011,Jan,11,No,Friday,Clear,0.18,0.1667,0.51,0.2836,6,47,53,7.38,8.334999999999999,51.0,19.0012,Morning,Cold
313,2011-01-14,Spring,2011,Jan,12,No,Friday,Clear,0.2,0.197,0.44,0.2537,2,59,61,8.200000000000001,9.85,44.0,16.997899999999998,Afternoon,Cold
314,2011-01-14,Spring,2011,Jan,13,No,Friday,Clear,0.22,0.197,0.37,0.3881,4,73,77,9.02,9.85,37.0,26.0027,Afternoon,Cold
315,2011-01-14,Spring,2011,Jan,14,No,Friday,Clear,0.22,0.2121,0.41,0.2836,5,59,64,9.02,10.605,41.0,19.0012,Afternoon,Cold
316,2011-01-14,Spring,2011,Jan,15,No,Friday,Clear,0.24,0.2424,0.38,0.1642,9,59,68,9.84,12.120000000000001,38.0,11.0014,Afternoon,Cold
317,2011-01-14,Spring,2011,Jan,16,No,Friday,Clear,0.22,0.2424,0.41,0.1045,3,87,90,9.02,12.120000000000001,41.0,7.0015,Afternoon,Cold
318,2011-01-14,Spring,2011,Jan,17,No,Friday,Clear,0.22,0.2273,0.41,0.1642,4,155,159,9.02,11.365,41.0,11.0014,Evening,Cold
